"season","yr","weekday","holiday","temp","windspeed","weathersit","hr","hum","cnt"
1,1,2,0,0.44,0.2537,1,13,0.38,184
1,1,2,0,0.44,0.2537,1,14,0.38,138
1,1,2,0,0.44,0.194,1,15,0.38,146
1,1,2,0,0.44,0.2537,1,16,0.35,276
1,1,2,0,0.44,0.194,1,17,0.35,509
1,1,2,0,0.42,0.194,1,18,0.38,518
1,1,2,0,0.38,0.2239,1,19,0.43,338
1,1,2,0,0.36,0.1343,1,20,0.5,212
1,1,2,0,0.34,0.1045,1,21,0.61,190
1,1,2,0,0.32,0.194,1,22,0.57,118
1,1,2,0,0.32,0.1343,1,23,0.57,51
1,1,3,0,0.3,0.2239,1,0,0.56,23
1,1,3,0,0.28,0.1642,1,1,0.61,10
1,1,3,0,0.26,0,1,2,0.65,1
1,1,3,0,0.26,0,1,3,0.65,1
1,1,3,0,0.24,0.0896,1,4,0.7,1
1,1,3,0,0.24,0.0896,1,5,0.7,20
1,1,3,0,0.24,0,2,6,0.7,98
1,1,3,0,0.24,0.1045,2,7,0.7,281
1,1,3,0,0.24,0.2239,2,8,0.7,508
1,1,3,0,0.24,0.1642,2,9,0.7,253
1,1,3,0,0.26,0.2239,2,10,0.7,108
1,1,3,0,0.26,0.2239,2,11,0.65,102
1,1,3,0,0.28,0.2836,2,12,0.65,138
1,1,3,0,0.28,0.1045,2,13,0.61,126
1,1,3,0,0.3,0.1642,2,14,0.56,108
1,1,3,0,0.3,0.1045,3,15,0.61,54
1,1,3,0,0.26,0.1045,3,16,0.81,75
1,1,3,0,0.24,0.1045,3,17,0.87,155
1,1,3,0,0.24,0.1045,3,18,0.87,167
1,1,3,0,0.24,0.1045,3,19,0.87,161
1,1,3,0,0.24,0.1343,3,20,0.87,125
1,1,3,0,0.24,0.194,3,21,0.87,129
1,1,3,0,0.24,0.1343,2,22,0.87,98
1,1,3,0,0.24,0.1642,2,23,0.87,60
1,1,4,0,0.24,0.1642,2,0,0.87,26
1,1,4,0,0.24,0.1343,2,1,0.87,12
1,1,4,0,0.22,0.1343,1,2,0.8,2
1,1,4,0,0.22,0.2836,1,3,0.8,4
1,1,4,0,0.22,0.4478,2,4,0.75,1
1,1,4,0,0.2,0.2836,1,5,0.75,18
1,1,4,0,0.2,0.2836,1,6,0.75,76
1,1,4,0,0.2,0.2537,1,7,0.69,267
1,1,4,0,0.2,0.2537,1,8,0.64,484
1,1,4,0,0.2,0.2239,1,9,0.59,238
1,1,4,0,0.22,0.2239,1,10,0.51,97
1,1,4,0,0.24,0.2239,1,11,0.52,99
1,1,4,0,0.26,0.3284,1,12,0.48,158
1,1,4,0,0.3,0.3284,1,13,0.42,154
1,1,4,0,0.32,0.2985,1,14,0.39,144
1,1,4,0,0.32,0.2985,1,15,0.36,134
1,1,4,0,0.34,0,1,16,0.36,238
1,1,4,0,0.34,0.1343,1,17,0.34,399
1,1,4,0,0.34,0.1642,1,18,0.31,417
1,1,4,0,0.32,0.1045,1,19,0.33,295
1,1,4,0,0.32,0,1,20,0.36,199
1,1,4,0,0.3,0.0896,1,21,0.52,177
1,1,4,0,0.3,0,2,22,0.56,107
1,1,4,0,0.3,0,2,23,0.52,84
1,1,5,0,0.28,0.0896,2,0,0.65,43
1,1,5,0,0.28,0.0896,2,1,0.61,13
1,1,5,0,0.26,0.0896,1,2,0.52,16
1,1,5,0,0.26,0.0896,1,3,0.56,5
1,1,5,0,0.26,0.0896,1,4,0.56,2
1,1,5,0,0.24,0.2239,1,5,0.52,17
1,1,5,0,0.2,0.194,1,6,0.59,64
1,1,5,0,0.2,0.1642,1,7,0.59,230
1,1,5,0,0.2,0.1642,1,8,0.59,448
1,1,5,0,0.22,0.1642,1,9,0.55,275
1,1,5,0,0.26,0.1343,2,10,0.48,124
1,1,5,0,0.28,0.1045,2,11,0.45,153
1,1,5,0,0.3,0.1343,2,12,0.42,176
1,1,5,0,0.3,0.0896,2,13,0.42,192
1,1,5,0,0.32,0.0896,2,14,0.39,146
1,1,5,0,0.32,0.1343,2,15,0.45,191
1,1,5,0,0.34,0.2537,2,16,0.42,268
1,1,5,0,0.34,0.194,2,17,0.42,396
1,1,5,0,0.3,0.1343,3,18,0.61,359
1,1,5,0,0.32,0,2,19,0.57,262
1,1,5,0,0.32,0,2,20,0.57,151
1,1,5,0,0.32,0.0896,2,21,0.66,122
1,1,5,0,0.32,0,2,22,0.66,113
1,1,5,0,0.3,0.0896,2,23,0.7,65
1,1,6,0,0.3,0.1343,2,0,0.7,53
1,1,6,0,0.28,0.1343,3,1,0.81,45
1,1,6,0,0.26,0.194,3,2,0.81,26
1,1,6,0,0.24,0.2239,3,3,0.87,9
1,1,6,0,0.24,0.2239,3,4,0.87,4
1,1,6,0,0.22,0.1642,3,5,0.93,2
1,1,6,0,0.22,0.1343,3,6,0.93,9
1,1,6,0,0.22,0.1343,3,7,0.93,19
1,1,6,0,0.22,0.1343,3,8,0.93,78
1,1,6,0,0.22,0.1045,3,9,0.93,90
1,1,6,0,0.22,0.1045,3,10,0.93,166
1,1,6,0,0.24,0.1045,2,11,0.81,183
1,1,6,0,0.26,0.1642,2,12,0.81,221
1,1,6,0,0.26,0.2836,2,13,0.81,235
1,1,6,0,0.26,0.2537,2,14,0.81,243
1,1,6,0,0.3,0.2985,2,15,0.61,124
1,1,6,0,0.22,0.4179,3,16,0.75,146
1,1,6,0,0.22,0.4627,3,17,0.69,144
1,1,6,0,0.22,0.6567,2,18,0.47,108
1,1,6,0,0.2,0.5522,2,19,0.4,87
1,1,6,0,0.16,0.5522,2,20,0.43,63
1,1,6,0,0.14,0.6418,1,21,0.43,48
1,1,6,0,0.14,0.3881,2,22,0.39,46
1,1,6,0,0.12,0.4925,3,23,0.5,20
1,1,0,0,0.1,0.3881,3,0,0.68,21
1,1,0,0,0.08,0.4627,3,1,0.79,24
1,1,0,0,0.1,0.5821,2,2,0.58,27
1,1,0,0,0.1,0.6866,2,3,0.46,14
1,1,0,0,0.1,0.7164,2,4,0.46,1
1,1,0,0,0.1,0.3881,1,5,0.49,3
1,1,0,0,0.1,0.3881,1,6,0.49,2
1,1,0,0,0.08,0.194,1,7,0.53,18
1,1,0,0,0.08,0.2537,1,8,0.53,26
1,1,0,0,0.1,0.2985,1,9,0.49,63
1,1,0,0,0.12,0.3582,1,10,0.42,91
1,1,0,0,0.12,0.2985,1,11,0.42,124
1,1,0,0,0.14,0.6418,1,12,0.39,140
1,1,0,0,0.16,0.4478,1,13,0.4,138
1,1,0,0,0.16,0.5224,1,14,0.4,111
1,1,0,0,0.16,0.5522,1,15,0.4,155
1,1,0,0,0.2,0.4627,1,16,0.34,164
1,1,0,0,0.18,0.4179,1,17,0.37,87
1,1,0,0,0.16,0.4627,1,18,0.4,96
1,1,0,0,0.16,0.2836,1,19,0.4,80
1,1,0,0,0.14,0.3284,1,20,0.42,57
1,1,0,0,0.14,0.2985,1,21,0.43,36
1,1,0,0,0.14,0.1642,1,22,0.43,28
1,1,0,0,0.14,0.2239,1,23,0.43,23
1,1,1,0,0.14,0.2239,1,0,0.46,9
1,1,1,0,0.12,0.2239,1,1,0.5,6
1,1,1,0,0.14,0.194,1,2,0.46,4
1,1,1,0,0.12,0.1045,1,3,0.54,1
1,1,1,0,0.12,0.0896,1,4,0.54,2
1,1,1,0,0.1,0.1343,1,5,0.58,17
1,1,1,0,0.1,0.2239,1,6,0.54,72
1,1,1,0,0.1,0.194,1,7,0.54,195
1,1,1,0,0.1,0.1343,1,8,0.54,417
1,1,1,0,0.12,0.194,1,9,0.5,205
1,1,1,0,0.14,0.1343,1,10,0.5,71
1,1,1,0,0.22,0.194,1,11,0.37,90
1,1,1,0,0.28,0.3284,1,12,0.28,118
1,1,1,0,0.32,0.2239,1,13,0.22,140
1,1,1,0,0.34,0.1045,1,14,0.23,135
1,1,1,0,0.36,0.1343,1,15,0.27,155
1,1,1,0,0.36,0.194,1,16,0.23,211
1,1,1,0,0.36,0.194,1,17,0.23,407
1,1,1,0,0.34,0.2537,1,18,0.25,405
1,1,1,0,0.34,0.1343,1,19,0.25,263
1,1,1,0,0.3,0.1642,1,20,0.42,214
1,1,1,0,0.28,0.1343,1,21,0.45,147
1,1,1,0,0.26,0.1045,1,22,0.56,102
1,1,1,0,0.28,0,1,23,0.41,36
1,1,2,0,0.26,0,2,0,0.6,14
1,1,2,0,0.26,0,2,1,0.56,6
1,1,2,0,0.28,0,2,2,0.41,3
1,1,2,0,0.26,0,2,3,0.52,3
1,1,2,0,0.26,0.1045,2,4,0.65,2
1,1,2,0,0.26,0.1045,2,5,0.65,22
1,1,2,0,0.26,0,2,6,0.56,90
1,1,2,0,0.24,0.0896,2,7,0.6,280
1,1,2,0,0.24,0,2,8,0.7,513
1,1,2,0,0.26,0.0896,2,9,0.56,262
1,1,2,0,0.26,0.1343,2,10,0.6,98
1,1,2,0,0.3,0.1642,2,11,0.45,112
1,1,2,0,0.3,0.2239,2,12,0.52,172
1,1,2,0,0.36,0.2537,2,13,0.4,173
1,1,2,0,0.4,0.2239,1,14,0.4,124
1,1,2,0,0.42,0.4478,2,15,0.38,145
1,1,2,0,0.42,0.2985,1,16,0.35,266
1,1,2,0,0.42,0.3582,1,17,0.38,523
1,1,2,0,0.38,0.2985,2,18,0.46,406
1,1,2,0,0.36,0.1642,2,19,0.5,281
1,1,2,0,0.38,0.1343,2,20,0.46,184
1,1,2,0,0.36,0.1045,2,21,0.5,109
1,1,2,0,0.36,0.1045,2,22,0.5,77
1,1,2,0,0.36,0.0896,2,23,0.5,57
1,1,3,0,0.32,0,1,0,0.57,22
1,1,3,0,0.34,0,1,1,0.53,5
1,1,3,0,0.3,0,1,2,0.61,4
1,1,3,0,0.28,0,1,3,0.75,3
1,1,3,0,0.28,0.1045,1,4,0.7,1
1,1,3,0,0.28,0.1045,1,5,0.7,25
1,1,3,0,0.3,0.1343,1,6,0.61,95
1,1,3,0,0.3,0.194,2,7,0.65,321
1,1,3,0,0.32,0.3582,1,8,0.61,515
1,1,3,0,0.32,0.3284,1,9,0.61,231
1,1,3,0,0.34,0.2985,1,10,0.57,120
1,1,3,0,0.36,0.2836,1,11,0.53,138
1,1,3,0,0.38,0.3881,1,12,0.46,163
1,1,3,0,0.4,0.2836,1,13,0.43,170
1,1,3,0,0.42,0.3582,1,14,0.41,134
1,1,3,0,0.42,0.2239,1,15,0.41,171
1,1,3,0,0.42,0.194,1,16,0.38,231
1,1,3,0,0.42,0.194,1,17,0.38,487
1,1,3,0,0.4,0.2239,1,18,0.4,468
1,1,3,0,0.38,0.1642,1,19,0.43,311
1,1,3,0,0.36,0.1642,1,20,0.46,211
1,1,3,0,0.34,0.1642,1,21,0.53,178
1,1,3,0,0.34,0.1045,1,22,0.49,107
1,1,3,0,0.34,0.0896,1,23,0.53,58
1,1,4,0,0.3,0.1343,2,0,0.7,23
1,1,4,0,0.3,0,2,1,0.7,5
1,1,4,0,0.3,0.0896,2,2,0.7,7
1,1,4,0,0.3,0,2,3,0.61,1
1,1,4,0,0.3,0.0896,3,4,0.7,3
1,1,4,0,0.3,0,2,5,0.7,20
1,1,4,0,0.3,0.0896,2,6,0.7,87
1,1,4,0,0.3,0.1343,2,7,0.7,288
1,1,4,0,0.3,0.0896,2,8,0.7,498
1,1,4,0,0.3,0.1642,2,9,0.7,202
1,1,4,0,0.32,0.1343,3,10,0.7,44
1,1,4,0,0.32,0.1045,3,11,0.7,71
1,1,4,0,0.32,0.0896,3,12,0.76,45
1,1,4,0,0.34,0.2537,3,13,0.71,64
1,1,4,0,0.32,0.194,3,14,0.81,31
1,1,4,0,0.34,0,3,15,0.76,53
1,1,4,0,0.34,0,3,16,0.81,118
1,1,4,0,0.34,0,3,17,0.87,289
1,1,4,0,0.34,0.1343,3,18,0.87,353
1,1,4,0,0.32,0.1642,2,19,0.87,258
1,1,4,0,0.32,0.1343,2,20,0.87,216
1,1,4,0,0.34,0.1045,2,21,0.81,145
1,1,4,0,0.32,0,2,22,0.81,111
1,1,4,0,0.32,0.0896,1,23,0.81,73
1,1,5,0,0.3,0,2,0,0.87,34
1,1,5,0,0.3,0,2,1,0.93,18
1,1,5,0,0.3,0.1045,2,2,0.93,12
1,1,5,0,0.28,0.1045,2,3,0.93,1
1,1,5,0,0.28,0.194,2,4,0.93,1
1,1,5,0,0.28,0.1642,2,5,0.93,16
1,1,5,0,0.28,0.1343,2,6,0.96,71
1,1,5,0,0.28,0.1045,2,7,0.93,226
1,1,5,0,0.26,0,2,8,1,520
1,1,5,0,0.26,0,2,9,1,283
1,1,5,0,0.34,0.2836,1,10,0.71,116
1,1,5,0,0.36,0.4179,1,11,0.62,142
1,1,5,0,0.38,0.3881,1,12,0.46,198
1,1,5,0,0.4,0.3582,1,13,0.43,205
1,1,5,0,0.4,0.3582,1,14,0.37,170
1,1,5,0,0.42,0.4179,1,15,0.35,221
1,1,5,0,0.42,0.2985,1,16,0.32,307
1,1,5,0,0.42,0.3284,1,17,0.32,465
1,1,5,0,0.4,0.2537,1,18,0.35,377
1,1,5,0,0.38,0.2239,1,19,0.37,282
1,1,5,0,0.4,0.194,1,20,0.35,171
1,1,5,0,0.38,0.194,1,21,0.37,129
1,1,5,0,0.36,0.2239,1,22,0.4,107
1,1,5,0,0.36,0.194,1,23,0.4,82
1,1,6,0,0.34,0.1642,1,0,0.42,86
1,1,6,0,0.32,0.1642,1,1,0.49,45
1,1,6,0,0.3,0.2537,1,2,0.61,45
1,1,6,0,0.28,0.1045,1,3,0.65,18
1,1,6,0,0.26,0,1,4,0.7,7
1,1,6,0,0.24,0.0896,1,5,0.7,1
1,1,6,0,0.24,0,1,6,0.7,9
1,1,6,0,0.24,0,1,7,0.7,41
1,1,6,0,0.22,0,1,8,0.87,102
1,1,6,0,0.22,0.1045,1,9,0.8,138
1,1,6,0,0.26,0.1045,1,10,0.81,205
1,1,6,0,0.32,0.1343,1,11,0.57,286
1,1,6,0,0.36,0.194,1,12,0.43,369
1,1,6,0,0.4,0.2836,1,13,0.43,384
1,1,6,0,0.44,0.3582,1,14,0.35,427
1,1,6,0,0.42,0.2537,1,15,0.41,499
1,1,6,0,0.44,0.3284,1,16,0.44,404
1,1,6,0,0.48,0.2836,1,17,0.36,364
1,1,6,0,0.46,0.2985,1,18,0.38,246
1,1,6,0,0.44,0.1642,1,19,0.44,188
1,1,6,0,0.44,0.1642,1,20,0.44,148
1,1,6,0,0.44,0.2985,1,21,0.33,114
1,1,6,0,0.4,0.4478,1,22,0.4,118
1,1,6,0,0.36,0.3881,2,23,0.4,74
1,1,0,0,0.34,0.3582,2,0,0.39,74
1,1,0,0,0.32,0.2537,2,1,0.39,72
1,1,0,0,0.3,0.2836,2,2,0.36,48
1,1,0,0,0.3,0.2239,2,3,0.36,15
1,1,0,0,0.28,0.3881,2,4,0.41,3
1,1,0,0,0.26,0.2985,2,5,0.48,2
1,1,0,0,0.24,0.3284,1,6,0.52,5
1,1,0,0,0.24,0.2836,2,7,0.52,14
1,1,0,0,0.24,0.194,2,8,0.56,56
1,1,0,0,0.24,0.2537,2,9,0.56,93
1,1,0,0,0.26,0.2537,2,10,0.52,191
1,1,0,0,0.26,0.3284,2,11,0.56,226
1,1,0,0,0.28,0.2537,2,12,0.52,255
1,1,0,0,0.3,0.1642,1,13,0.49,261
1,1,0,0,0.32,0.194,2,14,0.45,237
1,1,0,0,0.3,0.194,2,15,0.49,253
1,1,0,0,0.32,0.2836,2,16,0.45,212
1,1,0,0,0.3,0.2537,2,17,0.49,157
1,1,0,0,0.3,0.3284,2,18,0.49,167
1,1,0,0,0.3,0.2537,2,19,0.52,119
1,1,0,0,0.3,0.2836,2,20,0.52,103
1,1,0,0,0.26,0.1642,3,21,0.65,36
1,1,0,0,0.24,0.0896,3,22,0.75,55
1,1,0,0,0.22,0.1642,2,23,0.93,35
1,1,1,1,0.24,0.0896,2,0,0.87,41
1,1,1,1,0.24,0.0896,2,1,0.87,15
1,1,1,1,0.24,0.0896,2,2,0.87,20
1,1,1,1,0.24,0.194,2,3,0.81,8
1,1,1,1,0.24,0.3582,2,5,0.6,6
1,1,1,1,0.24,0.4179,1,6,0.52,10
1,1,1,1,0.22,0.3284,2,7,0.55,44
1,1,1,1,0.2,0.3582,1,8,0.59,120
1,1,1,1,0.2,0.3582,1,9,0.59,110
1,1,1,1,0.22,0.4478,1,10,0.55,143
1,1,1,1,0.26,0.3582,1,11,0.48,208
1,1,1,1,0.28,0.2239,1,12,0.45,281
1,1,1,1,0.3,0.2836,1,13,0.42,312
1,1,1,1,0.32,0.194,1,14,0.36,263
1,1,1,1,0.34,0.2239,1,15,0.34,289
1,1,1,1,0.36,0.1045,1,16,0.29,280
1,1,1,1,0.38,0.2537,1,17,0.27,253
1,1,1,1,0.34,0.2239,1,18,0.34,242
1,1,1,1,0.34,0.2239,1,19,0.34,172
1,1,1,1,0.34,0.194,1,20,0.34,126
1,1,1,1,0.3,0.1642,1,21,0.39,98
1,1,1,1,0.3,0.0896,1,22,0.45,62
1,1,1,1,0.3,0,1,23,0.39,26
1,1,2,0,0.26,0,1,0,0.65,12
1,1,2,0,0.26,0,1,1,0.56,7
1,1,2,0,0.24,0,1,2,0.6,3
1,1,2,0,0.22,0,1,4,0.64,2
1,1,2,0,0.2,0,1,5,0.69,15
1,1,2,0,0.2,0,1,6,0.75,86
1,1,2,0,0.22,0,1,7,0.64,279
1,1,2,0,0.2,0.0896,1,8,0.69,464
1,1,2,0,0.2,0.1045,1,9,0.75,217
1,1,2,0,0.24,0.194,1,10,0.7,85
1,1,2,0,0.26,0.2836,2,11,0.7,86
1,1,2,0,0.3,0.3881,2,12,0.56,163
1,1,2,0,0.34,0.4179,1,13,0.49,131
1,1,2,0,0.32,0.3881,2,14,0.53,124
1,1,2,0,0.34,0.4179,1,15,0.49,160
1,1,2,0,0.36,0.4179,1,16,0.46,254
1,1,2,0,0.38,0.4478,1,17,0.4,432
1,1,2,0,0.38,0.4478,1,18,0.4,425
1,1,2,0,0.36,0.2985,1,19,0.46,304
1,1,2,0,0.34,0.2537,1,20,0.53,227
1,1,2,0,0.34,0.1642,1,21,0.61,154
1,1,2,0,0.34,0.194,2,22,0.71,100
1,1,2,0,0.32,0.2239,1,23,0.66,47
1,1,3,0,0.32,0.2239,1,0,0.66,24
1,1,3,0,0.32,0.1343,1,1,0.7,7
1,1,3,0,0.34,0.2836,1,2,0.66,6
1,1,3,0,0.34,0.2239,2,3,0.71,4
1,1,3,0,0.34,0.1642,1,4,0.71,2
1,1,3,0,0.32,0.1045,1,5,0.7,30
1,1,3,0,0.32,0.1642,1,6,0.76,90
1,1,3,0,0.32,0.0896,1,7,0.76,302
1,1,3,0,0.3,0.0896,1,8,0.75,576
1,1,3,0,0.32,0.0896,1,9,0.7,252
1,1,3,0,0.34,0.0896,1,10,0.71,139
1,1,3,0,0.36,0.1642,1,11,0.66,171
1,1,3,0,0.4,0.2836,1,12,0.62,207
1,1,3,0,0.42,0.2985,1,13,0.54,190
1,1,3,0,0.44,0.3284,1,14,0.54,177
1,1,3,0,0.5,0.4179,1,15,0.31,195
1,1,3,0,0.52,0.4627,1,16,0.29,298
1,1,3,0,0.52,0.3881,1,17,0.32,529
1,1,3,0,0.48,0.3284,2,18,0.41,525
1,1,3,0,0.46,0.2836,2,19,0.44,327
1,1,3,0,0.44,0.194,2,20,0.47,274
1,1,3,0,0.48,0.2836,2,21,0.33,239
1,1,3,0,0.44,0.2537,2,22,0.47,147
1,1,3,0,0.46,0.2836,2,23,0.41,62
1,1,4,0,0.44,0.2537,2,0,0.47,42
1,1,4,0,0.44,0.2836,2,1,0.58,15
1,1,4,0,0.44,0.2239,2,2,0.62,9
1,1,4,0,0.44,0.194,3,3,0.67,6
1,1,4,0,0.4,0.2239,1,4,0.76,1
1,1,4,0,0.4,0.2239,1,5,0.76,32
1,1,4,0,0.36,0.194,1,6,0.87,91
1,1,4,0,0.36,0.2239,1,7,0.81,326
1,1,4,0,0.34,0.194,1,8,0.87,560
1,1,4,0,0.36,0.2537,1,9,0.81,242
1,1,4,0,0.42,0.194,1,10,0.67,148
1,1,4,0,0.48,0.2836,1,11,0.48,182
1,1,4,0,0.5,0.2537,1,12,0.42,224
1,1,4,0,0.52,0.194,1,13,0.39,218
1,1,4,0,0.54,0.2537,1,14,0.37,192
1,1,4,0,0.54,0.1343,1,15,0.33,217
1,1,4,0,0.56,0,1,16,0.32,343
1,1,4,0,0.54,0.1642,1,17,0.32,610
1,1,4,0,0.54,0.1343,1,18,0.37,522
1,1,4,0,0.5,0.0896,1,19,0.39,369
1,1,4,0,0.46,0.1343,1,20,0.44,269
1,1,4,0,0.44,0.2239,1,21,0.51,222
1,1,4,0,0.44,0.2537,1,22,0.54,137
1,1,4,0,0.44,0,1,23,0.54,85
1,1,5,0,0.44,0.0896,2,0,0.58,46
1,1,5,0,0.44,0.194,1,1,0.62,18
1,1,5,0,0.42,0.2836,3,2,0.77,5
1,1,5,0,0.42,0.1343,1,3,0.82,5
1,1,5,0,0.4,0.1343,1,4,0.87,2
1,1,5,0,0.4,0.194,2,5,0.87,26
1,1,5,0,0.4,0.1642,2,6,0.87,82
1,1,5,0,0.4,0.2239,2,7,0.76,272
1,1,5,0,0.38,0.3284,2,8,0.76,469
1,1,5,0,0.36,0.2537,3,9,0.81,244
1,1,5,0,0.36,0.1642,3,10,0.81,141
1,1,5,0,0.36,0.1045,2,11,0.81,163
1,1,5,0,0.4,0.1343,2,12,0.76,228
1,1,5,0,0.42,0.1045,2,13,0.71,183
1,1,5,0,0.46,0.1045,2,14,0.67,31
1,1,5,0,0.4,0.194,3,15,0.87,94
1,1,5,0,0.4,0.194,3,16,0.87,178
1,1,5,0,0.42,0.1045,3,17,0.94,256
1,1,5,0,0.42,0,2,18,0.94,300
1,1,5,0,0.44,0.1045,2,19,0.88,233
1,1,5,0,0.44,0.4179,1,20,0.62,167
1,1,5,0,0.42,0.806,1,21,0.35,152
1,1,5,0,0.4,0.5821,1,22,0.37,106
1,1,5,0,0.38,0.6866,1,23,0.37,86
1,1,6,0,0.36,0.3881,1,0,0.43,61
1,1,6,0,0.34,0.3582,1,1,0.42,46
1,1,6,0,0.32,0.2537,1,2,0.45,38
1,1,6,0,0.3,0.2985,1,3,0.45,7
1,1,6,0,0.3,0.3284,1,4,0.42,2
1,1,6,0,0.3,0.2985,2,5,0.42,3
1,1,6,0,0.3,0.2985,2,6,0.42,13
1,1,6,0,0.28,0.4478,1,7,0.45,23
1,1,6,0,0.26,0.2985,1,8,0.48,93
1,1,6,0,0.22,0.3284,3,9,0.75,122
1,1,6,0,0.26,0.3582,1,10,0.6,183
1,1,6,0,0.3,0.6119,1,11,0.39,210
1,1,6,0,0.32,0.6567,1,12,0.29,258
1,1,6,0,0.32,0.4925,1,13,0.31,226
1,1,6,0,0.32,0.5522,1,14,0.29,216
1,1,6,0,0.32,0.4179,1,15,0.29,232
1,1,6,0,0.32,0.5821,1,16,0.26,195
1,1,6,0,0.3,0.3582,1,17,0.33,159
1,1,6,0,0.3,0.5821,1,18,0.28,133
1,1,6,0,0.26,0.4478,1,19,0.33,149
1,1,6,0,0.26,0.5522,1,20,0.3,105
1,1,6,0,0.24,0.3284,1,21,0.35,85
1,1,6,0,0.24,0.4627,1,22,0.38,82
1,1,6,0,0.24,0.4179,1,23,0.41,91
1,1,0,0,0.24,0.3582,1,0,0.41,70
1,1,0,0,0.24,0.3284,1,1,0.44,55
1,1,0,0,0.24,0.3284,1,2,0.44,42
1,1,0,0,0.24,0.194,1,3,0.41,21
1,1,0,0,0.24,0.194,1,4,0.41,6
1,1,0,0,0.22,0.2239,1,5,0.44,5
1,1,0,0,0.22,0.3284,1,6,0.44,2
1,1,0,0,0.2,0.2985,1,7,0.51,22
1,1,0,0,0.2,0.2537,1,8,0.51,59
1,1,0,0,0.22,0.2239,1,9,0.47,87
1,1,0,0,0.26,0.1642,1,10,0.41,188
1,1,0,0,0.28,0.2836,1,11,0.41,227
1,1,0,0,0.3,0.1343,1,12,0.39,305
1,1,0,0,0.32,0,1,13,0.36,325
1,1,0,0,0.34,0,1,14,0.31,331
1,1,0,0,0.36,0,1,15,0.29,353
1,1,0,0,0.36,0.2537,1,16,0.32,339
1,1,0,0,0.36,0.2239,1,17,0.32,287
1,1,0,0,0.34,0.2836,1,18,0.36,216
1,1,0,0,0.34,0.1642,1,19,0.34,143
1,1,0,0,0.32,0.1642,1,20,0.42,88
1,1,0,0,0.3,0.1343,1,21,0.45,83
1,1,0,0,0.3,0.2239,1,22,0.42,71
1,1,0,0,0.26,0.1642,1,23,0.56,64
1,1,1,0,0.26,0.2537,1,0,0.6,29
1,1,1,0,0.26,0.2239,1,1,0.65,6
1,1,1,0,0.26,0.2985,1,2,0.7,4
1,1,1,0,0.24,0.1642,1,3,0.75,2
1,1,1,0,0.22,0.1343,1,4,0.8,1
1,1,1,0,0.22,0.1343,1,5,0.8,16
1,1,1,0,0.24,0.2537,1,6,0.7,90
1,1,1,0,0.24,0.2239,1,7,0.6,280
1,1,1,0,0.24,0,1,8,0.6,528
1,1,1,0,0.26,0.194,1,9,0.6,230
1,1,1,0,0.32,0.2537,1,10,0.45,104
1,1,1,0,0.36,0.2537,1,11,0.43,103
1,1,1,0,0.4,0.2985,1,12,0.37,177
1,1,1,0,0.4,0.2836,1,13,0.43,182
1,1,1,0,0.46,0.2836,1,14,0.36,158
1,1,1,0,0.52,0.4179,1,15,0.25,174
1,1,1,0,0.54,0.4478,1,16,0.26,286
1,1,1,0,0.54,0.4478,1,17,0.24,529
1,1,1,0,0.52,0.4179,1,18,0.27,527
1,1,1,0,0.5,0.3881,1,19,0.29,334
1,1,1,0,0.48,0.3582,1,20,0.33,219
1,1,1,0,0.46,0.2836,1,21,0.36,195
1,1,1,0,0.44,0.2537,1,22,0.44,92
1,1,1,0,0.42,0.1642,1,23,0.5,56
1,1,2,0,0.42,0.1343,1,0,0.54,10
1,1,2,0,0.38,0.1642,1,1,0.62,6
1,1,2,0,0.4,0.1045,1,2,0.54,3
1,1,2,0,0.4,0.3582,1,3,0.32,6
1,1,2,0,0.32,0.3582,1,4,0.42,2
1,1,2,0,0.32,0.3582,1,5,0.42,21
1,1,2,0,0.3,0.3284,1,6,0.45,101
1,1,2,0,0.28,0.2985,1,7,0.45,325
1,1,2,0,0.26,0.2836,1,8,0.48,559
1,1,2,0,0.28,0.3582,1,9,0.45,232
1,1,2,0,0.3,0.2985,1,10,0.42,132
1,1,2,0,0.34,0.2537,1,11,0.36,163
1,1,2,0,0.36,0.1343,1,12,0.34,183
1,1,2,0,0.36,0.1045,1,13,0.32,190
1,1,2,0,0.4,0.1045,1,14,0.28,134
1,1,2,0,0.42,0.0896,1,15,0.26,166
1,1,2,0,0.42,0.0896,1,16,0.28,287
1,1,2,0,0.42,0.0896,1,17,0.26,530
1,1,2,0,0.42,0.1642,1,18,0.28,449
1,1,2,0,0.42,0,1,19,0.26,306
1,1,2,0,0.4,0.1343,1,20,0.3,204
1,1,2,0,0.34,0.1045,1,21,0.46,188
1,1,2,0,0.34,0.1045,1,22,0.46,101
1,1,2,0,0.32,0.2239,1,23,0.53,65
1,1,3,0,0.32,0.1045,1,0,0.53,32
1,1,3,0,0.32,0.1045,1,1,0.49,6
1,1,3,0,0.3,0.2239,1,2,0.56,4
1,1,3,0,0.28,0.0896,1,3,0.7,2
1,1,3,0,0.26,0.0896,1,5,0.75,29
1,1,3,0,0.28,0.0896,2,6,0.75,104
1,1,3,0,0.26,0.1343,2,7,0.81,253
1,1,3,0,0.28,0.1045,2,8,0.75,116
1,1,3,0,0.3,0.1642,3,9,0.81,38
1,1,3,0,0.3,0.1642,3,10,0.81,10
1,1,3,0,0.3,0.194,3,11,0.87,10
